age,gender,height,weight,activity,bmr,tdee,calorie_needs,protein,fat,carbs
54,F,151,106,Very Active,1662,3158,3158,237,88,355
33,F,185,61,Light,1442,1983,1983,149,55,223
53,M,157,69,Very Active,1465,2784,2784,209,77,313
51,F,174,49,Very Active,1219,2316,2316,174,64,261
67,M,150,98,Light,1741,2394,2394,180,66,269
60,F,166,60,Very Active,1257,2388,2388,179,66,269
41,F,169,77,Light,1506,2071,2071,155,58,233
65,F,197,91,Very Active,1618,3074,3074,231,85,346
57,F,155,82,Sedentary,1439,1727,1727,130,48,194
21,M,169,84,Very Active,1906,3621,3621,272,101,407
23,F,185,62,Active,1494,2577,2577,193,72,290
35,M,151,98,Sedentary,1927,2312,2312,173,64,260
27,F,189,101,Light,1850,2544,2544,191,71,286
24,F,194,75,Sedentary,1638,1966,1966,147,55,221
69,F,179,49,Light,1156,1590,1590,119,44,179
39,M,190,104,Sedentary,2172,2606,2606,195,72,293
46,F,160,60,Active,1299,2241,2241,168,62,252
60,F,187,118,Moderate,1858,2880,2880,216,80,324
28,F,189,77,Light,1624,2233,2233,167,62,251
68,F,184,67,Moderate,1343,2082,2082,156,58,234
26,M,194,85,Very Active,2011,3821,3821,287,106,430
78,F,166,97,Active,1521,2624,2624,197,73,295
65,F,197,78,Moderate,1498,2322,2322,174,64,261
37,F,184,46,Moderate,1283,1989,1989,149,55,224
23,F,150,83,Light,1580,2172,2172,163,60,244
41,M,174,71,Very Active,1642,3120,3120,234,87,351
49,M,188,96,Very Active,1999,3798,3798,285,106,427
74,M,189,49,Moderate,1232,1910,1910,143,53,215
58,M,167,81,Moderate,1646,2551,2551,191,71,287
70,M,189,116,Active,2152,3712,3712,278,103,418
38,M,179,78,Very Active,1777,3376,3376,253,94,380
46,M,163,66,Very Active,1494,2839,2839,213,79,319
24,F,155,80,Moderate,1564,2424,2424,182,67,273
37,M,177,103,Light,2108,2898,2898,217,80,326
60,M,152,69,Light,1402,1928,1928,145,54,217
34,F,163,66,Sedentary,1416,1699,1699,127,47,191
54,M,197,99,Moderate,2054,3184,3184,239,88,358
30,M,182,82,Light,1890,2599,2599,195,72,292
80,F,152,96,Very Active,1460,2774,2774,208,77,312
36,M,183,72,Sedentary,1727,2072,2072,155,58,233
56,M,178,107,Moderate,2058,3190,3190,239,89,359
22,F,166,57,Very Active,1394,2649,2649,199,74,298
71,F,150,78,Very Active,1326,2519,2519,189,70,283
54,F,187,45,Light,1209,1662,1662,125,46,187
77,F,155,105,Sedentary,1565,1878,1878,141,52,211
26,F,182,65,Sedentary,1500,1800,1800,135,50,202
51,F,195,100,Sedentary,1756,2107,2107,158,59,237
55,M,153,64,Sedentary,1368,1642,1642,123,46,185
23,F,177,50,Sedentary,1359,1631,1631,122,45,183
46,F,171,115,Active,1842,3177,3177,238,88,357
41,F,191,67,Sedentary,1481,1777,1777,133,49,200
63,F,174,51,Very Active,1185,2252,2252,169,63,253
76,M,176,114,Very Active,2029,3855,3855,289,107,434
75,M,173,72,Very Active,1457,2768,2768,208,77,311
38,F,193,64,Moderate,1473,2283,2283,171,63,257
34,M,168,53,Very Active,1412,2683,2683,201,75,302
53,F,180,93,Sedentary,1636,1963,1963,147,55,221
60,F,150,52,Active,1133,1954,1954,147,54,220
75,M,164,96,Active,1736,2995,2995,225,83,337
61,F,158,71,Sedentary,1329,1595,1595,120,44,179
19,F,196,81,Moderate,1722,2669,2669,200,74,300
58,F,168,95,Very Active,1595,3030,3030,227,84,341
54,M,178,51,Moderate,1319,2044,2044,153,57,230
27,F,189,53,Active,1406,2425,2425,182,67,273
46,M,170,113,Very Active,2157,4098,4098,307,114,461
68,F,164,111,Active,1688,2912,2912,218,81,328
53,M,191,61,Moderate,1521,2358,2358,177,66,265
52,F,192,87,Moderate,1622,2514,2514,189,70,283
44,F,173,49,Moderate,1246,1931,1931,145,54,217
55,M,182,56,Light,1400,1925,1925,144,53,217
71,F,183,52,Sedentary,1188,1426,1426,107,40,160
71,M,156,83,Moderate,1546,2396,2396,180,67,270
21,M,179,47,Moderate,1458,2260,2260,170,63,254
42,M,164,104,Sedentary,2030,2436,2436,183,68,274
49,F,195,56,Sedentary,1357,1628,1628,122,45,183
36,F,185,95,Light,1743,2397,2397,180,67,270
75,M,150,82,Moderate,1481,2296,2296,172,64,258
37,F,170,87,Very Active,1619,3076,3076,231,85,346
53,M,159,52,Light,1247,1715,1715,129,48,193
73,F,172,116,Active,1737,2996,2996,225,83,337
58,M,186,58,Moderate,1429,2215,2215,166,62,249
64,F,184,76,Very Active,1443,2742,2742,206,76,308
63,F,169,86,Very Active,1494,2839,2839,213,79,319
31,M,151,87,Very Active,1803,3426,3426,257,95,385
52,M,162,83,Active,1683,2903,2903,218,81,327
68,F,184,94,Moderate,1592,2468,2468,185,69,278
70,F,197,51,Very Active,1226,2329,2329,175,65,262
68,F,178,110,Very Active,1722,3272,3272,245,91,368
26,F,183,94,Active,1771,3055,3055,229,85,344
51,F,195,92,Very Active,1682,3196,3196,240,89,360
43,F,194,57,Sedentary,1389,1667,1667,125,46,188
49,M,185,73,Sedentary,1676,2011,2011,151,56,226
79,M,169,61,Sedentary,1268,1522,1522,114,42,171
45,M,187,66,Light,1615,2221,2221,167,62,250
20,M,162,99,Very Active,2079,3950,3950,296,110,444
37,M,159,101,Very Active,1994,3789,3789,284,105,426
80,M,155,46,Active,994,1715,1715,129,48,193
69,F,185,71,Active,1378,2377,2377,178,66,267
76,M,198,85,Very Active,1746,3317,3317,249,92,373
27,M,171,51,Light,1439,1979,1979,148,55,223
27,M,190,75,Active,1852,3195,3195,240,89,359
49,M,180,55,Light,1411,1940,1940,146,54,218
67,M,175,111,Very Active,2035,3866,3866,290,107,435
31,F,199,74,Light,1614,2219,2219,166,62,250
50,F,198,76,Sedentary,1547,1856,1856,139,52,209
72,M,185,78,Sedentary,1612,1934,1934,145,54,218
18,F,169,84,Light,1670,2296,2296,172,64,258
78,F,158,84,Light,1376,1892,1892,142,53,213
72,M,171,82,Moderate,1599,2478,2478,186,69,279
34,M,180,55,Light,1496,2057,2057,154,57,231
20,F,197,88,Very Active,1785,3392,3392,254,94,382
64,F,162,60,Active,1227,2117,2117,159,59,238
33,M,163,46,Sedentary,1300,1560,1560,117,43,176
64,F,152,73,Moderate,1316,2040,2040,153,57,230
21,F,175,51,Active,1370,2363,2363,177,66,266
68,F,168,88,Light,1487,2045,2045,153,57,230
36,M,170,106,Moderate,2120,3286,3286,246,91,370
59,M,175,102,Light,1960,2695,2695,202,75,303
67,F,160,90,Very Active,1485,2822,2822,212,78,317
46,F,176,55,Light,1302,1790,1790,134,50,201
36,M,169,70,Moderate,1633,2531,2531,190,70,285
56,M,154,110,Moderate,1983,3074,3074,231,85,346
50,M,190,97,Moderate,2016,3125,3125,234,87,352
34,F,169,76,Active,1527,2634,2634,198,73,296
32,M,200,54,Light,1590,2186,2186,164,61,246
61,F,168,92,Sedentary,1555,1866,1866,140,52,210
31,F,156,75,Very Active,1490,2831,2831,212,79,318
43,M,199,89,Very Active,1992,3785,3785,284,105,426
78,M,187,73,Moderate,1521,2358,2358,177,66,265
26,F,188,106,Sedentary,1898,2278,2278,171,63,256
75,M,189,101,Moderate,1923,2981,2981,224,83,335
78,M,164,110,Moderate,1906,2954,2954,222,82,332
38,F,155,96,Moderate,1651,2559,2559,192,71,288
54,F,170,67,Moderate,1360,2108,2108,158,59,237
56,M,159,56,Light,1284,1766,1766,132,49,199
40,F,181,92,Very Active,1686,3203,3203,240,89,360
36,F,199,91,Moderate,1750,2712,2712,203,75,305
73,F,156,54,Very Active,1114,2117,2117,159,59,238
50,F,196,88,Light,1652,2272,2272,170,63,256
78,M,199,92,Very Active,1833,3483,3483,261,97,392
39,F,196,59,Sedentary,1432,1718,1718,129,48,193
48,F,197,62,Moderate,1423,2206,2206,165,61,248
40,F,194,114,Moderate,1930,2992,2992,224,83,337
48,M,166,74,Very Active,1604,3048,3048,229,85,343
74,F,156,94,Sedentary,1480,1776,1776,133,49,200
78,F,174,64,Very Active,1241,2358,2358,177,66,265
40,M,194,119,Sedentary,2387,2864,2864,215,80,322
19,M,188,61,Sedentary,1700,2040,2040,153,57,230
53,F,165,62,Very Active,1303,2476,2476,186,69,279
33,M,170,88,Light,1896,2607,2607,196,72,293
23,F,153,96,Sedentary,1710,2052,2052,154,57,231
60,M,161,45,Light,1123,1544,1544,116,43,174
36,M,185,55,Moderate,1509,2339,2339,175,65,263
33,M,158,69,Sedentary,1584,1901,1901,143,53,214
24,M,161,61,Active,1542,2660,2660,200,74,299
40,M,151,78,Active,1631,2813,2813,211,78,316
21,F,162,104,Active,1820,3140,3140,236,87,353
44,M,175,116,Sedentary,2232,2678,2678,201,74,301
49,M,156,113,Active,2073,3576,3576,268,99,402
18,M,182,103,Moderate,2239,3470,3470,260,96,390
61,F,156,58,Moderate,1203,1865,1865,140,52,210
63,M,189,100,Sedentary,1977,2372,2372,178,66,267
37,M,194,95,Light,2082,2863,2863,215,80,322
61,F,177,94,Active,1601,2762,2762,207,77,311
72,F,191,98,Sedentary,1634,1961,1961,147,54,221
60,F,181,46,Light,1174,1614,1614,121,45,182
70,F,199,50,Light,1223,1682,1682,126,47,189
67,M,184,68,Active,1502,2591,2591,194,72,291
35,M,165,74,Active,1673,2886,2886,216,80,325
34,M,173,58,Very Active,1503,2856,2856,214,79,321
28,F,178,62,Active,1451,2503,2503,188,70,282
77,F,199,63,Active,1313,2265,2265,170,63,255
60,M,165,110,Sedentary,2013,2416,2416,181,67,272
73,F,181,117,Moderate,1774,2750,2750,206,76,309
76,M,152,89,Light,1579,2171,2171,163,60,244
40,M,182,61,Moderate,1552,2406,2406,180,67,271
43,F,172,55,Moderate,1303,2020,2020,152,56,227
21,M,191,85,Sedentary,2024,2429,2429,182,67,273
47,M,170,104,Sedentary,2031,2437,2437,183,68,274
28,F,178,95,Sedentary,1756,2107,2107,158,59,237
33,M,179,100,Light,2100,2888,2888,217,80,325
25,F,174,118,Moderate,1970,3054,3054,229,85,344
73,M,183,72,Sedentary,1517,1820,1820,136,51,205
77,F,191,49,Active,1159,1999,1999,150,56,225
33,F,151,110,Active,1790,3088,3088,232,86,347
39,M,176,87,Very Active,1877,3566,3566,267,99,401
25,F,195,97,Moderate,1840,2852,2852,214,79,321
65,M,193,78,Active,1691,2917,2917,219,81,328
80,M,168,84,Sedentary,1566,1879,1879,141,52,211
48,M,194,85,Active,1886,3253,3253,244,90,366
46,F,181,70,Light,1456,2002,2002,150,56,225
26,F,193,55,Sedentary,1442,1730,1730,130,48,195
75,F,176,53,Light,1158,1592,1592,119,44,179
64,M,153,106,Very Active,1879,3570,3570,268,99,402
45,F,194,105,Light,1825,2509,2509,188,70,282
61,M,192,85,Moderate,1802,2793,2793,209,78,314
65,F,189,110,Sedentary,1769,2123,2123,159,59,239
47,M,158,101,Sedentary,1933,2320,2320,174,64,261
23,F,173,73,Very Active,1559,2962,2962,222,82,333
30,F,163,67,Light,1442,1983,1983,149,55,223
54,F,183,64,Light,1373,1888,1888,142,52,212
20,F,157,70,Moderate,1495,2317,2317,174,64,261
40,M,188,61,Sedentary,1581,1897,1897,142,53,213
64,M,179,74,Sedentary,1575,1890,1890,142,52,213
58,F,150,89,Light,1484,2040,2040,153,57,230
20,F,151,96,Light,1717,2361,2361,177,66,266
36,M,177,98,Moderate,2046,3171,3171,238,88,357
41,F,196,103,Active,1830,3157,3157,237,88,355
29,F,200,48,Moderate,1385,2147,2147,161,60,242
67,M,170,83,Sedentary,1636,1963,1963,147,55,221
80,F,193,102,Active,1642,2832,2832,212,79,319
55,M,155,47,Light,1150,1581,1581,119,44,178
63,M,156,120,Moderate,2087,3235,3235,243,90,364
58,F,194,110,Moderate,1815,2813,2813,211,78,316
50,M,187,64,Light,1559,2144,2144,161,60,241
75,M,160,54,Light,1154,1587,1587,119,44,179
59,F,152,78,Very Active,1384,2630,2630,197,73,296
74,F,155,80,Active,1347,2324,2324,174,65,261
30,F,181,113,Active,1923,3317,3317,249,92,373
72,F,183,86,Sedentary,1498,1798,1798,135,50,202
78,M,152,47,Sedentary,1005,1206,1206,90,34,136
36,F,154,60,Active,1324,2284,2284,171,63,257
78,F,162,82,Light,1370,1884,1884,141,52,212
46,F,151,76,Active,1419,2448,2448,184,68,275
58,M,195,87,Moderate,1860,2883,2883,216,80,324
57,M,162,66,Sedentary,1426,1711,1711,128,48,192
54,M,190,54,Light,1417,1948,1948,146,54,219
18,F,191,80,Light,1701,2339,2339,175,65,263
34,M,190,86,Moderate,1959,3036,3036,228,84,342
30,M,189,73,Moderate,1803,2795,2795,210,78,314
43,M,198,66,Sedentary,1679,2015,2015,151,56,227
77,M,195,92,Light,1820,2502,2502,188,70,281
49,F,184,96,Sedentary,1693,2032,2032,152,56,229
56,F,194,53,Very Active,1296,2462,2462,185,68,277
74,M,198,55,Very Active,1355,2574,2574,193,72,290
70,F,164,86,Light,1448,1991,1991,149,55,224
36,M,185,75,Light,1777,2443,2443,183,68,275
18,M,155,117,Active,2297,3962,3962,297,110,446
64,M,167,83,Very Active,1638,3112,3112,233,86,350
46,M,189,47,Light,1364,1876,1876,141,52,211
76,F,198,104,Sedentary,1694,2033,2033,152,56,229
71,F,174,114,Moderate,1733,2686,2686,201,75,302
69,F,170,59,Light,1221,1679,1679,126,47,189
72,F,159,99,Moderate,1544,2393,2393,179,66,269
36,F,193,77,Active,1602,2763,2763,207,77,311
51,F,184,66,Very Active,1407,2673,2673,200,74,301
69,M,180,101,Moderate,1914,2967,2967,223,82,334
38,F,155,58,Moderate,1300,2015,2015,151,56,227
42,F,157,63,Moderate,1335,2069,2069,155,57,233
28,M,154,95,Moderate,1941,3009,3009,226,84,339
29,M,163,74,Very Active,1697,3224,3224,242,90,363
61,F,199,69,Very Active,1438,2732,2732,205,76,307
43,M,184,77,Active,1759,3034,3034,228,84,341
48,F,180,70,Very Active,1445,2746,2746,206,76,309
18,M,196,102,Active,2293,3955,3955,297,110,445
20,F,178,54,Sedentary,1412,1694,1694,127,47,191
24,F,195,104,Active,1909,3293,3293,247,91,370
42,F,182,62,Active,1403,2420,2420,182,67,272
67,F,186,101,Moderate,1668,2585,2585,194,72,291
54,M,180,118,Active,2226,3840,3840,288,107,432
78,F,163,70,Sedentary,1262,1514,1514,114,42,170
73,M,190,81,Very Active,1671,3175,3175,238,88,357
29,M,170,75,Sedentary,1744,2093,2093,157,58,235
61,M,199,100,Sedentary,2037,2444,2444,183,68,275
58,M,190,90,Light,1877,2581,2581,194,72,290
79,F,171,114,Light,1689,2322,2322,174,64,261
59,F,184,93,Sedentary,1622,1946,1946,146,54,219
34,F,155,111,Active,1807,3117,3117,234,87,351
57,M,191,84,Light,1807,2485,2485,186,69,280
68,F,163,95,Very Active,1537,2920,2920,219,81,328
20,M,188,113,Moderate,2391,3706,3706,278,103,417
48,M,159,88,Moderate,1758,2725,2725,204,76,307
54,F,160,115,Sedentary,1773,2128,2128,160,59,239
49,F,188,56,Sedentary,1336,1603,1603,120,45,180
48,M,163,108,Very Active,2045,3886,3886,291,108,437
35,M,151,51,Light,1298,1785,1785,134,50,201
56,F,176,81,Moderate,1499,2323,2323,174,65,261
80,F,186,83,Active,1445,2493,2493,187,69,280
40,F,199,73,Light,1566,2153,2153,161,60,242
44,M,151,65,Very Active,1434,2725,2725,204,76,307
42,F,150,67,Active,1350,2329,2329,175,65,262
34,M,164,114,Moderate,2210,3426,3426,257,95,385
40,F,187,86,Light,1649,2267,2267,170,63,255
54,F,155,94,Light,1563,2149,2149,161,60,242
24,F,194,112,Moderate,1980,3069,3069,230,85,345
73,F,190,72,Active,1386,2391,2391,179,66,269
57,F,200,113,Sedentary,1865,2238,2238,168,62,252
45,F,171,63,Light,1365,1877,1877,141,52,211
42,M,192,64,Light,1629,2240,2240,168,62,252
34,F,159,96,Sedentary,1681,2017,2017,151,56,227
50,F,174,101,Active,1704,2939,2939,220,82,331
25,M,188,58,Light,1626,2236,2236,168,62,252
53,M,180,80,Light,1723,2369,2369,178,66,267
56,M,191,109,Moderate,2147,3328,3328,250,92,374
24,M,172,55,Very Active,1514,2877,2877,216,80,324
38,M,168,108,Active,2126,3667,3667,275,102,413
74,M,150,74,Light,1379,1896,1896,142,53,213
49,F,179,105,Very Active,1761,3346,3346,251,93,376
41,F,190,113,Very Active,1904,3618,3618,271,100,407
23,F,183,119,Light,2015,2771,2771,208,77,312
65,F,196,91,Sedentary,1615,1938,1938,145,54,218
73,F,167,99,Very Active,1564,2972,2972,223,83,334
80,F,186,68,Light,1306,1796,1796,135,50,202
67,F,167,112,Active,1711,2951,2951,221,82,332
61,M,189,54,Light,1373,1888,1888,142,52,212
20,F,160,79,Moderate,1587,2460,2460,184,68,277
33,F,172,66,Light,1448,1991,1991,149,55,224
28,F,179,91,Sedentary,1722,2066,2066,155,57,232
42,F,154,120,Very Active,1852,3519,3519,264,98,396
34,F,180,75,Moderate,1552,2406,2406,180,67,271
42,M,195,88,Sedentary,1965,2358,2358,177,66,265
37,F,194,114,Light,1943,2672,2672,200,74,301
34,M,197,51,Very Active,1524,2896,2896,217,80,326
66,F,183,95,Very Active,1607,3053,3053,229,85,343
60,M,195,58,Active,1461,2520,2520,189,70,284
58,F,184,53,Active,1257,2168,2168,163,60,244
73,M,157,55,Light,1164,1600,1600,120,44,180
55,M,175,73,Moderate,1594,2471,2471,185,69,278
29,F,193,99,Sedentary,1835,2202,2202,165,61,248
47,F,150,111,Very Active,1735,3296,3296,247,92,371
54,F,188,107,Sedentary,1786,2143,2143,161,60,241
46,F,162,94,Active,1620,2794,2794,210,78,314
71,M,153,117,Very Active,1987,3775,3775,283,105,425
63,M,193,78,Very Active,1702,3234,3234,243,90,364
25,M,154,93,Moderate,1931,2993,2993,224,83,337
72,M,159,57,Active,1206,2080,2080,156,58,234
74,F,199,61,Moderate,1308,2027,2027,152,56,228
30,F,173,78,Light,1575,2166,2166,162,60,244
45,M,180,54,Very Active,1420,2698,2698,202,75,304
24,F,168,107,Light,1854,2549,2549,191,71,287
46,M,161,89,Sedentary,1792,2150,2150,161,60,242
47,M,155,62,Active,1396,2408,2408,181,67,271
39,F,189,78,Sedentary,1586,1903,1903,143,53,214
27,M,155,75,Active,1684,2905,2905,218,81,327
75,F,185,109,Very Active,1704,3238,3238,243,90,364
57,F,189,52,Active,1267,2186,2186,164,61,246
66,M,159,53,Active,1187,2048,2048,154,57,230
20,F,200,111,Moderate,2007,3111,3111,233,86,350
36,M,158,108,Sedentary,2089,2507,2507,188,70,282
55,M,154,72,Active,1480,2553,2553,191,71,287
66,F,156,119,Moderate,1745,2705,2705,203,75,304
78,M,155,107,Very Active,1823,3464,3464,260,96,390
70,F,188,101,Sedentary,1661,1993,1993,149,55,224
19,M,198,58,Moderate,1708,2647,2647,199,74,298
44,F,196,94,Sedentary,1733,2080,2080,156,58,234
34,M,164,60,Light,1486,2043,2043,153,57,230
59,M,194,62,Light,1515,2083,2083,156,58,234
48,F,171,81,Sedentary,1519,1823,1823,137,51,205
43,F,197,68,Sedentary,1501,1801,1801,135,50,203
73,M,172,110,Light,1973,2713,2713,203,75,305
51,F,181,91,Very Active,1629,3095,3095,232,86,348
21,M,185,97,Light,2156,2964,2964,222,82,333
59,F,195,65,Moderate,1397,2165,2165,162,60,244
58,F,170,118,Active,1814,3129,3129,235,87,352
46,M,163,108,Active,2056,3547,3547,266,99,399
62,F,172,85,Sedentary,1498,1798,1798,135,50,202
77,M,156,103,Moderate,1780,2759,2759,207,77,310
21,M,160,57,Sedentary,1501,1801,1801,135,50,203
65,F,185,48,Sedentary,1183,1420,1420,106,39,160
36,M,165,49,Very Active,1332,2531,2531,190,70,285
28,M,166,65,Moderate,1597,2475,2475,186,69,278
63,M,172,103,Sedentary,1936,2323,2323,174,65,261
55,F,179,67,Very Active,1384,2630,2630,197,73,296
23,F,198,107,Active,1951,3365,3365,252,93,379
67,F,190,83,Very Active,1514,2877,2877,216,80,324
52,M,192,66,Active,1599,2758,2758,207,77,310
28,M,154,103,Sedentary,2048,2458,2458,184,68,277
55,M,168,97,Active,1882,3246,3246,243,90,365
50,F,161,61,Active,1294,2232,2232,167,62,251
71,M,172,84,Moderate,1636,2536,2536,190,70,285
21,M,191,103,Sedentary,2266,2719,2719,204,76,306
36,F,190,114,Sedentary,1934,2321,2321,174,64,261
76,M,154,103,Light,1776,2442,2442,183,68,275
54,F,191,118,Moderate,1897,2940,2940,220,82,331
24,M,195,62,Moderate,1719,2664,2664,200,74,300
51,F,174,104,Sedentary,1728,2074,2074,156,58,233
73,F,184,59,Light,1247,1715,1715,129,48,193
55,M,160,91,Light,1763,2424,2424,182,67,273
61,F,171,103,Very Active,1666,3165,3165,237,88,356
55,M,183,73,Moderate,1632,2530,2530,190,70,285
70,F,173,56,Very Active,1198,2276,2276,171,63,256
38,M,163,96,Light,1941,2669,2669,200,74,300
23,F,196,59,Active,1501,2589,2589,194,72,291
73,F,186,106,Moderate,1688,2616,2616,196,73,294
79,M,173,89,Moderate,1662,2576,2576,193,72,290
19,M,155,77,Active,1756,3029,3029,227,84,341
67,M,155,77,Sedentary,1483,1780,1780,134,49,200
61,F,170,71,Active,1367,2358,2358,177,66,265
26,F,154,47,Sedentary,1247,1496,1496,112,42,168
80,M,177,67,Moderate,1381,2141,2141,161,59,241
80,F,184,47,Light,1106,1521,1521,114,42,171
73,F,184,73,Very Active,1377,2616,2616,196,73,294
53,M,171,74,Light,1599,2199,2199,165,61,247
53,F,180,91,Sedentary,1617,1940,1940,146,54,218
56,F,178,57,Light,1284,1766,1766,132,49,199
52,M,157,108,Active,1993,3438,3438,258,96,387
43,M,166,82,Sedentary,1739,2087,2087,157,58,235
80,F,188,59,Very Active,1229,2335,2335,175,65,263
59,F,189,99,Very Active,1693,3217,3217,241,89,362
72,F,200,87,Sedentary,1560,1872,1872,140,52,211
52,F,179,71,Active,1434,2474,2474,186,69,278
40,F,195,49,Sedentary,1332,1598,1598,120,44,180
50,M,151,57,Very Active,1293,2457,2457,184,68,276
18,M,155,76,Moderate,1748,2709,2709,203,75,305
46,F,173,49,Very Active,1237,2350,2350,176,65,264
68,F,169,114,Very Active,1731,3289,3289,247,91,370
50,F,192,80,Moderate,1566,2427,2427,182,67,273
33,M,183,56,Active,1529,2638,2638,198,73,297
36,F,167,45,Sedentary,1225,1470,1470,110,41,165
33,F,163,65,Moderate,1411,2187,2187,164,61,246
46,F,164,93,Sedentary,1616,1939,1939,145,54,218
33,F,172,106,Sedentary,1818,2182,2182,164,61,245
19,F,165,59,Sedentary,1422,1706,1706,128,47,192
56,M,181,83,Moderate,1751,2714,2714,204,75,305
80,F,187,89,Light,1504,2068,2068,155,57,233
27,F,199,51,Sedentary,1419,1703,1703,128,47,192
51,F,195,92,Sedentary,1682,2018,2018,151,56,227
39,M,189,86,Sedentary,1926,2311,2311,173,64,260
23,M,197,116,Active,2457,4238,4238,318,118,477
19,F,196,98,Sedentary,1879,2255,2255,169,63,254
38,F,180,73,Light,1516,2084,2084,156,58,234
23,M,155,57,Sedentary,1465,1758,1758,132,49,198
39,F,155,50,Active,1221,2106,2106,158,58,237
35,M,163,106,Moderate,2092,3243,3243,243,90,365
40,M,175,88,Very Active,1880,3572,3572,268,99,402
51,M,172,90,Sedentary,1830,2196,2196,165,61,247
66,F,192,112,Moderate,1792,2778,2778,208,77,313
36,M,198,64,Sedentary,1692,2030,2030,152,56,228
52,M,166,97,Sedentary,1889,2267,2267,170,63,255
45,M,199,50,Moderate,1458,2260,2260,170,63,254
44,M,178,111,Active,2180,3760,3760,282,104,423
48,M,163,99,Sedentary,1924,2309,2309,173,64,260
64,M,187,110,Light,2096,2882,2882,216,80,324
37,F,176,67,Sedentary,1452,1742,1742,131,48,196
44,F,196,119,Very Active,1965,3734,3734,280,104,420
21,M,200,55,Moderate,1666,2582,2582,194,72,290
59,M,178,109,Active,2068,3567,3567,268,99,401
57,M,170,96,Moderate,1867,2894,2894,217,80,326
52,M,184,77,Very Active,1708,3245,3245,243,90,365
46,F,175,61,Very Active,1355,2574,2574,193,72,290
55,F,171,107,Light,1729,2377,2377,178,66,267
58,M,157,62,Moderate,1343,2082,2082,156,58,234
21,F,172,65,Sedentary,1491,1789,1789,134,50,201
60,F,169,50,Very Active,1174,2231,2231,167,62,251
58,F,194,76,Very Active,1500,2850,2850,214,79,321
47,M,187,113,Sedentary,2233,2680,2680,201,74,302
